material_type,weight_kg,quality,location,demand_level,historical_price,processing_cost,transportation_distance,month,seller_type,buyer_demand,material_condition,price_per_kg
Other,820.5,Low,Kolkata,Low,15.79,14.75,126.2,1,Individual,0.93,Contaminated,6.0
Textile,217.5,High,Pune,Low,26.42,13.04,84.6,1,Municipal Collector,0.71,Contaminated,11.2
Glass,89.4,Medium,Chennai,Low,7.88,6.92,60.5,9,Industrial Recycler,0.35,Mixed,3.2
Plastic,168.2,High,Chennai,Moderate,36.49,13.47,125.4,11,Municipal Collector,0.87,Baled,36.85
Glass,52.3,Low,Mumbai,Moderate,8.38,5.13,83.5,7,Individual,0.52,Clean,3.2
Cardboard,138.2,Low,Ahmedabad,High,14.03,10.68,5.1,4,Individual,0.72,Clean,9.74
Textile,229.8,High,Kolkata,High,29.41,10.69,15.9,4,Municipal Collector,0.53,Clean,38.8
Aluminum,1020.0,High,Surat,Moderate,183.07,5.81,45.5,11,Business,0.9,Clean,226.72
Glass,434.4,High,Kolkata,Moderate,8.18,14.34,131.4,4,Individual,0.74,Mixed,3.2
Aluminum,834.3,Low,Mumbai,Low,182.85,7.73,134.9,1,Industrial Recycler,0.57,Contaminated,88.54
Aluminum,372.1,Industrial Grade,Delhi,Low,166.16,3.78,23.9,11,Municipal Collector,0.86,Contaminated,122.84
E-waste,97.8,Industrial Grade,Surat,High,125.33,2.87,140.2,12,Individual,0.32,Mixed,149.08
Cardboard,354.6,Low,Hyderabad,High,15.02,14.18,38.7,8,Individual,0.52,Clean,8.12
Steel,62.9,Medium,Ahmedabad,Moderate,40.02,8.04,139.4,9,Business,1.0,Sorted,31.45
Steel,884.1,High,Coimbatore,Low,40.24,11.75,21.3,7,Individual,0.66,Clean,40.12
Glass,49.3,Medium,Delhi,Moderate,8.5,7.82,32.6,2,Industrial Recycler,0.68,Mixed,3.46
Paper,665.5,Low,Surat,High,11.6,13.23,11.9,6,Individual,0.33,Baled,5.39
Copper,447.0,Industrial Grade,Hyderabad,Moderate,608.57,5.25,34.7,8,Business,0.63,Sorted,809.78
Copper,1011.0,Medium,Kolkata,Low,684.73,2.98,137.7,3,Municipal Collector,0.75,Mixed,584.56
E-waste,208.3,Medium,Mumbai,Low,121.39,7.46,139.9,9,Individual,0.54,Clean,111.19
E-waste,2295.9,Industrial Grade,Kolkata,Moderate,113.8,13.02,132.1,4,Individual,0.78,Contaminated,98.88
Glass,1121.5,Industrial Grade,Surat,Moderate,8.37,2.3,144.2,8,Individual,0.71,Clean,6.24
Textile,356.1,Industrial Grade,Coimbatore,Moderate,29.79,8.45,129.8,7,Municipal Collector,0.66,Clean,33.68
Steel,696.7,High,Kolkata,High,39.85,12.93,17.2,3,Municipal Collector,0.74,Sorted,48.9
Glass,930.8,Medium,Coimbatore,Moderate,7.49,7.81,83.2,6,Industrial Recycler,0.49,Clean,3.2
Other,244.2,Medium,Chennai,Low,16.13,9.38,25.1,10,Individual,0.83,Clean,10.86
Aluminum,218.9,Low,Kolkata,Moderate,192.06,3.65,143.2,1,Industrial Recycler,0.9,Contaminated,108.69
Aluminum,322.6,Medium,Kolkata,Moderate,183.04,5.88,99.0,5,Industrial Recycler,0.89,Baled,197.64
Other,129.3,High,Ahmedabad,Moderate,15.74,7.95,84.1,11,Industrial Recycler,0.94,Clean,14.1
E-waste,1532.5,High,Kolkata,High,120.75,8.21,69.9,7,Individual,0.98,Sorted,163.73
Steel,452.9,High,Delhi,Moderate,42.86,2.83,144.7,2,Industrial Recycler,0.98,Baled,49.52
E-waste,356.3,Industrial Grade,Surat,Low,124.2,8.58,137.7,10,Individual,0.41,Mixed,111.88
Steel,422.2,Low,Ahmedabad,Low,40.78,10.36,10.5,12,Individual,0.67,Baled,27.88
Textile,252.7,Medium,Mumbai,Moderate,29.14,13.28,101.2,1,Business,0.57,Contaminated,12.19
Other,443.0,Low,Coimbatore,Low,15.1,5.63,23.1,11,Business,0.84,Mixed,6.84
Glass,122.4,Low,Kolkata,Moderate,7.54,7.12,71.8,7,Individual,0.88,Sorted,3.2
Other,121.0,Low,Bengaluru,Low,14.45,9.49,82.2,11,Individual,0.57,Contaminated,6.0
Plastic,893.5,Medium,Pune,Low,36.01,3.03,28.8,7,Business,0.53,Baled,33.18
Cardboard,1772.1,Low,Delhi,High,15.0,4.23,145.5,3,Industrial Recycler,0.46,Mixed,6.97
Plastic,443.5,Low,Chennai,Low,32.79,14.21,129.8,4,Industrial Recycler,0.8,Baled,16.42
Glass,819.1,Low,Kolkata,Low,8.08,14.34,143.7,5,Municipal Collector,0.31,Clean,3.2
Glass,249.0,Industrial Grade,Coimbatore,Moderate,8.48,10.1,49.5,4,Individual,0.93,Sorted,6.09
Other,952.6,High,Bengaluru,Moderate,14.6,12.83,33.9,1,Municipal Collector,0.47,Clean,13.08
Aluminum,814.6,High,Mumbai,High,175.01,7.9,52.2,2,Municipal Collector,0.53,Sorted,248.83
Copper,144.6,Medium,Delhi,Moderate,608.13,14.36,110.5,8,Individual,0.86,Contaminated,395.52
E-waste,143.1,Low,Bengaluru,High,115.84,12.43,130.3,12,Industrial Recycler,0.84,Clean,105.14
Copper,172.8,High,Delhi,High,670.39,14.97,81.7,10,Municipal Collector,0.67,Sorted,890.04
Cardboard,20.3,High,Ahmedabad,Low,14.77,3.69,44.4,1,Individual,0.67,Baled,13.21
Glass,513.5,Industrial Grade,Kolkata,High,8.47,14.42,65.3,7,Industrial Recycler,0.71,Contaminated,3.2
Textile,713.7,Industrial Grade,Mumbai,Moderate,28.05,11.18,25.0,3,Industrial Recycler,0.99,Baled,35.03
Paper,236.3,Low,Pune,Moderate,12.0,5.74,127.0,12,Industrial Recycler,0.51,Baled,4.8
Other,69.2,High,Pune,Low,15.92,13.06,24.7,1,Municipal Collector,0.33,Clean,12.16
Paper,40.4,Low,Chennai,Low,12.74,13.41,24.0,4,Individual,0.88,Contaminated,4.8
Glass,192.3,Low,Pune,High,8.17,8.78,74.7,6,Business,0.6,Clean,3.2
Steel,1215.4,High,Kolkata,Moderate,42.81,7.02,94.5,9,Industrial Recycler,0.8,Sorted,46.06
Steel,335.6,Industrial Grade,Ahmedabad,Moderate,39.65,10.36,142.7,12,Municipal Collector,0.3,Contaminated,28.33
Glass,103.9,Medium,Chennai,Moderate,8.27,12.58,36.7,9,Individual,0.87,Sorted,3.2
Copper,354.0,Medium,Hyderabad,High,598.74,12.94,25.8,10,Individual,0.51,Contaminated,486.52
Copper,3881.8,High,Chennai,Low,614.66,5.41,40.5,9,Business,0.8,Mixed,555.96
E-waste,753.6,Low,Ahmedabad,Low,119.16,3.13,80.2,7,Individual,0.85,Clean,93.24
Glass,113.6,Industrial Grade,Pune,Moderate,7.85,8.29,96.0,9,Industrial Recycler,0.9,Mixed,3.2
Aluminum,35.5,Low,Kolkata,Low,184.54,6.97,112.6,11,Business,0.47,Contaminated,79.64
Copper,377.3,Industrial Grade,Ahmedabad,Low,645.55,4.28,98.6,2,Individual,0.45,Clean,800.8
E-waste,497.4,Medium,Coimbatore,Low,128.74,4.02,31.4,6,Individual,0.94,Baled,123.27
Plastic,367.9,Industrial Grade,Pune,High,33.9,2.98,128.8,11,Municipal Collector,0.69,Contaminated,29.03
Steel,45.8,Medium,Hyderabad,Moderate,40.79,9.02,129.1,10,Industrial Recycler,0.96,Contaminated,20.0
Paper,308.3,Industrial Grade,Ahmedabad,Moderate,11.51,7.11,28.4,4,Municipal Collector,0.31,Clean,12.74
Glass,933.7,Low,Surat,Low,7.93,4.35,110.1,12,Municipal Collector,0.88,Sorted,3.2
Other,45.4,Industrial Grade,Ahmedabad,High,15.4,6.3,28.5,2,Individual,0.72,Clean,20.53
Cardboard,664.8,Industrial Grade,Pune,High,14.93,9.26,89.0,3,Municipal Collector,0.47,Clean,18.16
Steel,185.0,High,Delhi,High,42.32,13.22,119.6,12,Industrial Recycler,0.42,Clean,50.97
Aluminum,115.3,Low,Kolkata,Moderate,175.66,9.4,78.4,9,Municipal Collector,0.45,Baled,145.87
Glass,268.9,Low,Coimbatore,High,7.75,5.62,34.3,1,Municipal Collector,0.95,Contaminated,3.2
Copper,714.7,Low,Pune,Moderate,657.33,13.34,143.3,3,Business,0.95,Clean,610.75
Copper,155.2,High,Surat,Low,629.49,2.31,55.5,12,Individual,0.63,Contaminated,440.95
Cardboard,585.7,Medium,Coimbatore,Low,13.35,8.11,65.3,10,Individual,0.72,Clean,7.98
Copper,265.0,High,Bengaluru,Moderate,610.28,4.69,27.0,12,Business,0.78,Contaminated,498.39
E-waste,54.2,Industrial Grade,Coimbatore,Low,112.11,11.7,92.8,2,Individual,0.38,Mixed,108.88
Textile,153.6,High,Chennai,High,29.0,7.8,109.6,10,Business,0.76,Contaminated,19.33
Cardboard,231.6,Industrial Grade,Coimbatore,High,13.64,7.61,87.9,5,Individual,0.68,Contaminated,8.23
Steel,174.3,Industrial Grade,Bengaluru,Low,38.79,3.17,30.5,5,Business,0.69,Sorted,43.89
Textile,492.7,Medium,Bengaluru,High,25.84,6.88,91.5,3,Industrial Recycler,0.88,Sorted,26.01
Plastic,962.3,Low,Chennai,Low,37.41,2.02,111.7,12,Municipal Collector,0.8,Sorted,25.38
Other,1490.3,Low,Coimbatore,Low,14.14,7.9,38.2,2,Municipal Collector,0.43,Contaminated,6.0
Glass,182.5,Low,Mumbai,Moderate,8.57,2.35,35.7,3,Municipal Collector,0.92,Baled,5.78
Steel,185.4,High,Delhi,Moderate,40.19,4.11,57.5,2,Business,0.65,Contaminated,31.01
Aluminum,507.3,Medium,Ahmedabad,Low,177.87,3.11,109.6,12,Business,0.71,Baled,173.02
Textile,2328.1,Medium,Kolkata,High,27.19,3.39,142.0,11,Industrial Recycler,0.97,Contaminated,15.92
Steel,61.1,High,Coimbatore,Low,41.08,2.22,13.5,4,Industrial Recycler,0.93,Contaminated,27.23
E-waste,312.4,Industrial Grade,Surat,Moderate,125.34,9.67,58.8,2,Industrial Recycler,0.54,Sorted,164.52
Paper,919.6,Industrial Grade,Ahmedabad,High,11.93,12.53,24.8,2,Industrial Recycler,0.3,Contaminated,6.4
Aluminum,1390.4,High,Coimbatore,Low,188.42,13.85,8.9,4,Business,0.69,Clean,217.55
Copper,1339.9,Industrial Grade,Ahmedabad,Moderate,599.37,2.55,66.5,3,Business,0.37,Mixed,707.8
Glass,51.9,Industrial Grade,Chennai,High,7.61,8.02,107.1,6,Business,0.33,Clean,4.99
E-waste,1742.2,High,Hyderabad,High,127.11,2.62,16.6,6,Municipal Collector,0.55,Contaminated,119.46
Cardboard,315.9,Low,Delhi,Moderate,12.92,4.56,21.6,3,Individual,0.6,Mixed,6.84
Glass,338.3,Low,Surat,Moderate,8.08,4.66,76.9,5,Municipal Collector,0.53,Mixed,3.2
Plastic,562.2,Industrial Grade,Delhi,Moderate,34.18,3.94,68.3,7,Industrial Recycler,0.34,Contaminated,27.29
Plastic,451.2,Medium,Coimbatore,High,33.94,7.53,63.4,5,Business,0.53,Mixed,31.29
Other,1193.6,High,Ahmedabad,High,15.99,8.08,75.4,10,Business,0.33,Clean,17.69
Paper,48.6,Medium,Surat,Low,11.56,10.2,129.4,12,Business,0.3,Baled,4.8
Plastic,23.5,High,Mumbai,High,35.5,2.49,93.3,10,Business,0.75,Sorted,42.24
Other,284.8,Industrial Grade,Hyderabad,Low,14.85,8.02,14.4,11,Municipal Collector,0.38,Mixed,10.77
Textile,277.4,Industrial Grade,Chennai,Low,26.43,14.42,136.7,7,Industrial Recycler,0.64,Baled,21.46
Aluminum,607.3,Industrial Grade,Hyderabad,Low,178.18,11.91,125.5,4,Industrial Recycler,0.45,Mixed,180.26
Cardboard,178.5,Low,Surat,Low,14.72,2.87,122.0,8,Business,0.48,Baled,6.06
Textile,229.4,Medium,Coimbatore,High,29.54,13.75,71.8,9,Municipal Collector,0.37,Clean,27.88
Textile,301.0,High,Mumbai,Low,28.2,13.73,128.2,2,Business,0.98,Contaminated,11.68
Copper,189.8,Medium,Bengaluru,Low,600.33,7.78,17.1,2,Municipal Collector,0.89,Sorted,594.09
Cardboard,359.4,Low,Kolkata,High,13.19,5.95,134.7,7,Business,0.83,Baled,6.65
E-waste,304.4,Low,Surat,Low,128.3,6.86,146.0,8,Individual,0.68,Baled,85.83
Aluminum,109.8,High,Delhi,Low,189.47,10.67,51.4,8,Business,0.43,Sorted,191.05
Plastic,1183.5,Industrial Grade,Surat,High,32.67,10.42,18.3,7,Industrial Recycler,0.41,Baled,45.32
E-waste,230.8,Low,Kolkata,Low,117.93,11.44,26.8,9,Municipal Collector,0.96,Contaminated,53.86
E-waste,1360.9,High,Hyderabad,High,112.1,13.76,22.1,12,Industrial Recycler,0.71,Sorted,155.32
Copper,880.1,Low,Kolkata,High,668.12,8.34,41.0,11,Municipal Collector,0.87,Mixed,571.0
Cardboard,1163.3,Medium,Pune,Low,14.67,7.98,118.0,2,Municipal Collector,0.86,Sorted,7.99
Textile,275.0,Medium,Surat,Low,28.49,5.68,106.8,7,Business,0.57,Sorted,21.17
Plastic,75.2,Low,Mumbai,Moderate,34.69,3.97,79.2,8,Business,0.41,Baled,25.44
Glass,450.0,High,Pune,High,7.88,12.73,115.2,10,Individual,0.68,Mixed,3.2
Steel,1990.4,High,Mumbai,Low,40.17,11.06,63.0,9,Individual,0.33,Baled,38.4
Textile,140.8,Medium,Bengaluru,Moderate,27.66,9.48,69.6,9,Municipal Collector,0.74,Sorted,22.54
Copper,691.4,High,Chennai,High,623.82,14.92,134.9,10,Individual,0.76,Sorted,830.49
Other,36.5,Medium,Chennai,Low,15.95,11.36,35.9,4,Municipal Collector,0.54,Contaminated,6.0
Plastic,74.5,High,Delhi,Moderate,37.3,11.1,118.1,6,Business,0.55,Sorted,38.28
Paper,114.7,Low,Chennai,High,11.1,6.13,19.1,10,Industrial Recycler,0.44,Mixed,5.3
Paper,1412.9,Low,Delhi,Low,12.76,11.62,73.2,2,Municipal Collector,0.95,Clean,4.8
Copper,873.9,Medium,Kolkata,Low,688.1,11.48,143.7,9,Business,0.62,Sorted,630.19
Cardboard,233.5,Medium,Ahmedabad,Moderate,13.11,13.02,65.0,5,Business,0.46,Clean,7.82
Glass,45.8,Medium,Mumbai,Low,8.15,10.62,66.2,9,Municipal Collector,0.94,Mixed,3.2
Other,326.2,Industrial Grade,Mumbai,Low,15.94,6.06,60.3,9,Municipal Collector,0.36,Baled,14.42
Glass,148.4,Low,Chennai,Low,8.23,11.39,94.0,2,Business,0.34,Sorted,3.2
E-waste,450.9,Low,Coimbatore,Low,118.51,8.17,21.4,6,Municipal Collector,0.81,Contaminated,57.59
Plastic,242.5,Industrial Grade,Hyderabad,Moderate,32.76,10.42,146.5,7,Industrial Recycler,0.71,Contaminated,20.41
Glass,344.4,Low,Ahmedabad,High,8.19,9.72,12.1,1,Municipal Collector,0.51,Baled,4.04
Steel,236.0,Low,Bengaluru,Low,41.16,6.89,47.5,1,Industrial Recycler,0.91,Baled,29.03
Cardboard,218.9,Industrial Grade,Coimbatore,Moderate,12.91,5.41,119.4,6,Municipal Collector,0.85,Mixed,8.83
Paper,137.3,Low,Ahmedabad,Moderate,11.91,2.38,82.9,6,Municipal Collector,0.97,Mixed,5.17
Glass,349.0,Medium,Delhi,Low,7.69,12.17,40.2,3,Business,0.58,Contaminated,3.2
Textile,939.1,Medium,Mumbai,Moderate,28.46,10.22,20.7,1,Industrial Recycler,0.54,Contaminated,15.99
Aluminum,846.2,High,Chennai,High,187.55,4.35,27.1,3,Individual,0.62,Mixed,225.0
E-waste,887.6,Industrial Grade,Pune,Moderate,111.92,2.36,14.8,10,Individual,0.5,Sorted,145.22
Copper,200.7,High,Kolkata,Low,598.64,14.91,97.7,9,Industrial Recycler,0.93,Sorted,586.53
Cardboard,1368.2,High,Ahmedabad,Moderate,13.32,9.26,76.7,12,Municipal Collector,0.36,Clean,11.7
Other,36.6,Low,Ahmedabad,High,14.43,7.31,149.2,3,Industrial Recycler,0.41,Mixed,6.0
Textile,342.7,High,Bengaluru,Low,29.05,5.27,34.6,1,Business,0.92,Contaminated,17.55
Glass,554.2,Medium,Kolkata,Moderate,8.41,6.55,71.9,1,Municipal Collector,0.42,Mixed,3.2
Paper,1792.8,Medium,Kolkata,High,12.73,8.55,113.9,12,Business,0.55,Sorted,9.3
Paper,55.5,High,Mumbai,Low,11.94,5.71,99.7,5,Municipal Collector,0.82,Clean,8.2
Plastic,290.4,High,Bengaluru,High,35.21,5.71,147.8,12,Individual,0.84,Clean,44.28
E-waste,1414.2,High,Hyderabad,Moderate,123.43,10.39,101.4,4,Municipal Collector,0.42,Mixed,127.73
Steel,562.0,High,Bengaluru,Low,38.72,6.6,135.2,2,Municipal Collector,0.68,Contaminated,22.11
Copper,420.0,Industrial Grade,Pune,High,661.32,2.43,97.1,12,Industrial Recycler,0.85,Contaminated,652.17
Plastic,278.1,Low,Mumbai,Low,33.49,6.3,134.6,10,Individual,0.51,Baled,18.97
Aluminum,493.2,High,Ahmedabad,High,167.53,8.68,78.2,8,Municipal Collector,0.6,Baled,229.0
Steel,253.8,Low,Mumbai,Moderate,40.05,12.74,67.0,5,Industrial Recycler,0.67,Sorted,27.2
Glass,239.2,High,Ahmedabad,Low,8.18,3.39,118.7,12,Individual,0.76,Mixed,3.2
Glass,286.5,Medium,Kolkata,High,7.69,8.66,144.3,8,Individual,0.68,Baled,3.2
Textile,56.3,Industrial Grade,Surat,Low,27.92,14.81,49.4,1,Individual,0.79,Baled,26.65
E-waste,271.5,High,Mumbai,Moderate,126.95,12.53,38.7,7,Individual,0.99,Sorted,146.53
Cardboard,898.1,Industrial Grade,Bengaluru,High,14.21,10.43,125.6,4,Industrial Recycler,0.41,Sorted,14.21
Plastic,41.4,Medium,Chennai,High,34.39,8.5,100.6,11,Individual,0.87,Baled,33.09
Other,1077.3,Medium,Surat,Low,14.09,4.18,139.0,9,Business,0.87,Contaminated,6.0
Aluminum,427.1,Medium,Coimbatore,High,178.1,7.02,105.3,2,Business,0.38,Contaminated,140.96
Aluminum,677.4,Industrial Grade,Kolkata,High,176.65,4.46,123.6,2,Business,0.37,Mixed,224.78
Aluminum,1606.4,Medium,Hyderabad,Moderate,187.35,9.67,141.8,11,Industrial Recycler,0.85,Baled,202.07
Paper,1381.4,Industrial Grade,Hyderabad,Low,12.17,13.26,49.9,6,Individual,0.88,Baled,8.26
Copper,1261.0,High,Ahmedabad,High,683.01,2.05,137.8,7,Business,0.5,Clean,1008.0
Glass,278.1,Industrial Grade,Coimbatore,High,8.51,7.63,11.7,12,Industrial Recycler,0.57,Mixed,7.74
Paper,718.0,High,Pune,High,12.39,11.22,130.8,5,Municipal Collector,0.92,Clean,10.49
Plastic,299.7,Low,Chennai,Moderate,35.51,13.99,94.0,7,Industrial Recycler,0.84,Clean,23.2
E-waste,677.4,High,Pune,Low,120.93,7.59,115.2,9,Business,0.51,Baled,125.26
Steel,914.7,Industrial Grade,Bengaluru,Low,42.19,12.2,93.0,7,Municipal Collector,0.68,Baled,43.83
Cardboard,408.6,High,Surat,Low,14.2,6.82,57.8,2,Municipal Collector,0.43,Mixed,9.07
E-waste,258.2,High,Coimbatore,Moderate,128.51,3.64,91.2,12,Municipal Collector,0.39,Baled,160.84
Glass,1252.9,Industrial Grade,Delhi,Low,8.45,3.02,48.9,1,Individual,0.83,Baled,8.07
Other,350.8,Low,Pune,High,14.08,14.63,79.0,6,Municipal Collector,0.64,Contaminated,6.0
Paper,380.9,High,Delhi,Moderate,12.08,2.97,31.8,10,Industrial Recycler,0.86,Contaminated,7.71
Cardboard,216.7,Medium,Bengaluru,High,14.23,4.12,43.6,7,Municipal Collector,0.63,Sorted,13.25
Cardboard,40.0,High,Pune,High,14.12,3.37,137.9,5,Industrial Recycler,0.78,Mixed,11.29
Glass,232.2,Industrial Grade,Kolkata,Moderate,7.52,9.51,5.4,3,Municipal Collector,0.91,Clean,6.73
E-waste,576.0,High,Chennai,High,127.65,14.03,62.9,11,Business,0.59,Baled,175.96
Aluminum,174.6,Industrial Grade,Mumbai,High,192.08,8.54,148.8,8,Individual,0.73,Contaminated,175.54
Paper,2339.5,High,Kolkata,High,11.39,12.62,142.1,11,Municipal Collector,0.78,Clean,7.47
E-waste,558.7,Medium,Chennai,High,128.28,9.05,141.5,7,Municipal Collector,0.84,Clean,151.65
Aluminum,602.4,Industrial Grade,Kolkata,High,168.23,14.33,106.2,11,Industrial Recycler,0.7,Clean,255.83
Aluminum,145.9,Medium,Pune,High,166.86,11.72,67.0,3,Business,0.55,Mixed,163.53
E-waste,203.5,High,Coimbatore,High,121.8,12.53,72.0,1,Individual,0.78,Baled,161.53
Aluminum,107.3,Industrial Grade,Kolkata,Low,175.02,9.3,118.9,10,Business,0.51,Sorted,194.39
Steel,113.7,Industrial Grade,Delhi,Low,45.07,5.34,24.1,6,Individual,0.84,Mixed,43.12
Textile,1161.2,High,Ahmedabad,Low,26.13,12.54,121.7,4,Individual,0.93,Baled,21.62
Copper,63.9,High,Bengaluru,Moderate,639.94,10.63,117.3,6,Business,0.78,Sorted,748.02
Copper,28.4,Industrial Grade,Ahmedabad,High,623.16,13.46,81.0,5,Industrial Recycler,0.91,Sorted,898.72
Steel,561.9,Industrial Grade,Mumbai,High,41.65,11.69,68.1,9,Municipal Collector,0.71,Baled,55.25
Plastic,153.2,Low,Kolkata,Low,33.48,6.13,145.3,5,Individual,0.94,Sorted,18.74
Paper,32.0,Industrial Grade,Pune,Low,12.82,12.61,12.7,6,Business,0.79,Contaminated,4.8
Textile,1034.0,Low,Pune,Low,26.68,7.16,57.8,2,Industrial Recycler,0.43,Mixed,13.17
Aluminum,1325.0,High,Chennai,Moderate,186.64,11.1,76.5,1,Industrial Recycler,0.77,Baled,236.97
Other,40.1,High,Chennai,High,14.03,14.24,117.9,8,Business,0.99,Contaminated,6.0
Aluminum,446.6,Medium,Delhi,Moderate,183.85,4.3,104.6,1,Municipal Collector,0.58,Sorted,194.88
Other,457.6,Low,Chennai,Moderate,14.0,2.01,30.7,11,Industrial Recycler,0.39,Contaminated,6.18
E-waste,25.7,Low,Coimbatore,Moderate,123.83,11.87,129.7,3,Business,0.34,Baled,97.33
Glass,40.5,High,Pune,High,7.92,9.65,104.5,11,Individual,0.92,Sorted,3.55
Glass,463.8,High,Ahmedabad,Moderate,8.44,11.15,115.9,2,Business,0.62,Mixed,3.2
Cardboard,412.8,High,Coimbatore,Low,12.99,12.78,101.6,4,Industrial Recycler,0.99,Sorted,6.33
Paper,181.0,Medium,Hyderabad,Low,11.57,3.54,135.1,12,Business,0.39,Sorted,5.09
Aluminum,1193.0,Medium,Chennai,High,191.8,10.15,83.7,2,Industrial Recycler,0.97,Mixed,203.69
Glass,254.8,Medium,Hyderabad,Moderate,7.42,6.43,104.5,6,Industrial Recycler,0.57,Baled,3.2
Aluminum,297.7,High,Coimbatore,Moderate,191.77,14.26,87.8,7,Business,0.68,Mixed,191.12
Copper,913.0,Industrial Grade,Coimbatore,Moderate,650.1,14.95,134.8,12,Industrial Recycler,0.79,Mixed,741.76
Steel,148.1,Medium,Mumbai,Low,44.43,14.83,106.3,10,Industrial Recycler,0.31,Contaminated,18.27
Textile,870.0,Industrial Grade,Pune,Moderate,27.32,4.09,6.2,6,Individual,0.31,Mixed,28.96
E-waste,1042.8,Medium,Bengaluru,Moderate,120.71,3.37,31.6,7,Industrial Recycler,0.43,Mixed,107.61
Aluminum,63.6,Medium,Hyderabad,Low,167.61,13.13,49.6,4,Individual,0.82,Baled,157.85
Aluminum,46.3,High,Pune,Low,181.18,11.94,5.8,4,Business,0.94,Mixed,159.3
Cardboard,359.2,Low,Chennai,High,14.66,7.77,60.7,2,Individual,0.73,Contaminated,5.6
Aluminum,270.9,Low,Surat,Moderate,174.91,9.06,119.5,9,Industrial Recycler,0.7,Sorted,135.34
Steel,397.4,High,Mumbai,Low,44.31,5.0,62.3,3,Municipal Collector,0.59,Contaminated,29.45
Steel,838.5,High,Pune,Moderate,45.25,5.33,32.0,9,Industrial Recycler,0.92,Contaminated,32.55
Other,733.9,Medium,Chennai,Moderate,15.6,4.93,127.1,6,Business,0.3,Clean,11.92
Plastic,176.1,Industrial Grade,Chennai,High,32.9,8.82,136.5,6,Individual,0.7,Contaminated,24.82
E-waste,244.0,High,Delhi,Low,114.46,8.54,117.1,2,Business,0.56,Sorted,123.87
Cardboard,49.2,High,Ahmedabad,Moderate,14.13,3.22,107.1,3,Municipal Collector,0.33,Baled,13.11
Aluminum,37.6,Low,Chennai,Moderate,170.05,9.91,147.0,9,Individual,0.94,Contaminated,88.07
E-waste,127.5,Medium,Mumbai,Moderate,113.05,14.94,100.3,1,Industrial Recycler,0.81,Baled,113.4
E-waste,532.9,Medium,Kolkata,High,122.41,8.98,94.2,4,Individual,0.89,Clean,154.06
Plastic,1150.2,Medium,Chennai,High,35.87,14.84,45.4,5,Industrial Recycler,0.81,Contaminated,22.23
Cardboard,196.4,High,Surat,Moderate,14.39,11.11,108.0,10,Industrial Recycler,0.82,Clean,10.12
Aluminum,157.6,Medium,Coimbatore,Low,171.91,11.05,140.9,5,Individual,0.39,Clean,156.45
E-waste,578.0,Industrial Grade,Hyderabad,High,125.32,2.54,109.1,6,Business,0.39,Sorted,186.79
Copper,889.6,Industrial Grade,Mumbai,High,683.79,10.87,33.6,7,Municipal Collector,0.54,Sorted,1034.98
Other,272.9,Medium,Pune,Moderate,15.09,3.25,135.9,7,Municipal Collector,0.39,Mixed,8.38
Copper,243.5,High,Delhi,Low,675.2,10.92,133.1,11,Business,0.63,Contaminated,461.01
Textile,576.3,High,Chennai,Low,29.08,12.95,43.2,1,Individual,0.87,Contaminated,14.86
Copper,2471.9,Industrial Grade,Surat,High,610.33,4.64,121.2,2,Individual,0.64,Mixed,824.79
Cardboard,104.9,High,Delhi,Moderate,14.88,11.79,71.8,7,Industrial Recycler,0.57,Sorted,11.01
Textile,451.1,Medium,Pune,Low,29.25,9.56,13.8,6,Municipal Collector,0.85,Clean,25.44
Paper,1025.3,High,Hyderabad,Moderate,12.42,12.01,49.4,11,Municipal Collector,0.7,Mixed,6.82
Glass,503.0,High,Bengaluru,Low,7.85,13.0,32.5,8,Municipal Collector,0.6,Sorted,3.2
Copper,284.8,High,Hyderabad,High,674.84,13.96,101.5,7,Industrial Recycler,0.96,Sorted,882.81
Cardboard,435.3,Low,Chennai,Low,14.87,8.67,79.6,11,Individual,0.33,Sorted,5.6
E-waste,970.5,High,Hyderabad,Moderate,112.02,12.67,50.1,12,Individual,0.72,Baled,140.28
Textile,426.2,Low,Hyderabad,High,27.02,14.51,109.4,3,Industrial Recycler,0.62,Contaminated,11.2
Steel,776.0,Low,Hyderabad,Moderate,44.12,4.63,42.8,4,Individual,0.87,Clean,38.67
Plastic,165.9,High,Kolkata,Low,36.23,6.86,63.8,8,Industrial Recycler,0.56,Clean,34.46
E-waste,1023.3,Industrial Grade,Ahmedabad,Low,124.07,7.22,120.4,6,Industrial Recycler,0.8,Baled,145.76
Paper,584.3,Low,Delhi,Moderate,11.56,14.88,86.8,6,Individual,0.57,Contaminated,4.8
Other,471.0,Industrial Grade,Mumbai,Moderate,14.69,6.46,16.5,3,Individual,0.67,Clean,18.77
Aluminum,448.3,Low,Pune,Moderate,174.91,9.75,115.3,3,Business,0.96,Baled,155.66
Other,300.2,Industrial Grade,Bengaluru,Moderate,14.89,5.11,128.8,2,Municipal Collector,0.99,Mixed,11.88
Steel,148.3,Medium,Mumbai,Low,40.56,14.13,60.8,3,Business,1.0,Sorted,30.75
Paper,609.4,Medium,Chennai,High,11.45,13.52,117.6,5,Municipal Collector,0.87,Contaminated,4.8
E-waste,707.3,Industrial Grade,Hyderabad,Low,110.75,10.85,144.4,2,Municipal Collector,0.67,Contaminated,78.64
